"month","division","line","day_type","reporting_category","delays"
"2024-10-01","A DIVISION","3","1","Planned ROW Work","47"
"2024-10-01","A DIVISION","3","1","Operating Conditions","91"
"2024-10-01","A DIVISION","3","1","Crew Availability","28"
"2024-10-01","A DIVISION","3","2","Crew Availability","8"
"2024-10-01","A DIVISION","3","2","Operating Conditions","68"
"2024-10-01","A DIVISION","3","2","Police & Medical","208"
"2024-10-01","A DIVISION","3","2","Planned ROW Work","120"
"2024-10-01","A DIVISION","3","2","External Factors","1"
"2024-10-01","A DIVISION","3","2","Infrastructure & Equipment","75"
"2024-10-01","A DIVISION","4","1","Operating Conditions","179"
"2024-10-01","A DIVISION","4","1","Police & Medical","614"
"2024-10-01","A DIVISION","4","1","Crew Availability","44"
"2024-10-01","A DIVISION","4","1","Planned ROW Work","90"
"2024-10-01","A DIVISION","4","1","External Factors","2"
"2024-10-01","A DIVISION","4","1","Infrastructure & Equipment","575"
"2024-10-01","A DIVISION","4","2","Infrastructure & Equipment","88"
"2024-10-01","A DIVISION","4","2","Operating Conditions","69"
"2024-10-01","A DIVISION","4","2","Police & Medical","68"
"2024-10-01","A DIVISION","4","2","Planned ROW Work","111"
"2024-10-01","A DIVISION","4","2","Crew Availability","10"
"2024-10-01","A DIVISION","5","1","Planned ROW Work","135"
"2024-10-01","A DIVISION","5","1","External Factors","1"
"2024-10-01","A DIVISION","5","1","Infrastructure & Equipment","394"
"2024-10-01","A DIVISION","5","1","Crew Availability","34"
"2024-10-01","A DIVISION","5","1","Police & Medical","443"
"2024-10-01","A DIVISION","5","1","Operating Conditions","105"
"2024-10-01","A DIVISION","5","2","Police & Medical","16"
"2024-10-01","A DIVISION","5","2","Planned ROW Work","34"
"2024-10-01","A DIVISION","5","2","Infrastructure & Equipment","38"
"2024-10-01","A DIVISION","5","2","Operating Conditions","36"
"2024-10-01","A DIVISION","6","1","Operating Conditions","479"
"2024-10-01","A DIVISION","6","1","Police & Medical","833"
"2024-10-01","A DIVISION","6","1","Planned ROW Work","378"
"2024-10-01","A DIVISION","6","1","External Factors","24"
"2024-10-01","A DIVISION","6","1","Infrastructure & Equipment","758"
"2024-10-01","A DIVISION","6","1","Crew Availability","48"
"2024-10-01","A DIVISION","6","2","Operating Conditions","95"
"2024-10-01","A DIVISION","6","2","Planned ROW Work","145"
"2024-10-01","A DIVISION","6","2","Infrastructure & Equipment","66"
"2024-10-01","A DIVISION","6","2","Police & Medical","100"
"2024-10-01","A DIVISION","6","2","Crew Availability","15"
"2024-10-01","A DIVISION","7","1","External Factors","7"
"2024-10-01","A DIVISION","7","1","Crew Availability","68"
"2024-10-01","A DIVISION","7","1","Police & Medical","237"
"2024-10-01","A DIVISION","7","1","Infrastructure & Equipment","308"
"2024-10-01","A DIVISION","7","1","Operating Conditions","11"
"2024-10-01","A DIVISION","7","1","Planned ROW Work","696"
"2024-10-01","A DIVISION","7","2","Infrastructure & Equipment","28"
"2024-10-01","A DIVISION","7","2","Crew Availability","3"
"2024-10-01","A DIVISION","7","2","Operating Conditions","1"
"2024-10-01","A DIVISION","7","2","Police & Medical","70"
"2024-10-01","A DIVISION","7","2","Planned ROW Work","77"
"2024-10-01","B DIVISION","A","1","Operating Conditions","115"
"2024-10-01","B DIVISION","A","1","Planned ROW Work","524"
"2024-10-01","B DIVISION","A","1","Police & Medical","332"
"2024-10-01","B DIVISION","A","1","External Factors","176"
"2024-10-01","B DIVISION","A","1","Crew Availability","134"
"2024-10-01","B DIVISION","A","1","Infrastructure & Equipment","397"
"2024-10-01","B DIVISION","A","2","Infrastructure & Equipment","85"
"2024-10-01","B DIVISION","A","2","Crew Availability","49"
"2024-10-01","B DIVISION","A","2","Police & Medical","108"
"2024-10-01","B DIVISION","A","2","Operating Conditions","56"
"2024-10-01","B DIVISION","A","2","External Factors","43"
"2024-10-01","B DIVISION","A","2","Planned ROW Work","349"
"2024-10-01","B DIVISION","B","1","Operating Conditions","180"
"2024-10-01","B DIVISION","B","1","External Factors","8"
"2024-10-01","B DIVISION","B","1","Planned ROW Work","375"
"2024-10-01","B DIVISION","B","1","Infrastructure & Equipment","740"
"2024-10-01","B DIVISION","B","1","Police & Medical","413"
"2024-10-01","B DIVISION","B","1","Crew Availability","156"
"2024-10-01","B DIVISION","C","1","Planned ROW Work","198"
"2024-10-01","B DIVISION","C","1","External Factors","23"
"2024-10-01","B DIVISION","C","1","Operating Conditions","192"
"2024-10-01","B DIVISION","C","1","Crew Availability","101"
"2024-10-01","B DIVISION","C","1","Infrastructure & Equipment","316"
"2024-10-01","B DIVISION","C","1","Police & Medical","410"
"2024-10-01","B DIVISION","C","2","Police & Medical","76"
"2024-10-01","B DIVISION","C","2","Planned ROW Work","203"
"2024-10-01","B DIVISION","C","2","Infrastructure & Equipment","63"
"2024-10-01","B DIVISION","C","2","External Factors","22"
"2024-10-01","B DIVISION","C","2","Operating Conditions","75"
"2024-10-01","B DIVISION","C","2","Crew Availability","18"
"2024-10-01","B DIVISION","D","1","Planned ROW Work","563"
"2024-10-01","B DIVISION","D","1","Infrastructure & Equipment","676"
